,sentence,word_labels,label
520,"hàng nhận được không phải như hình_ảnh quảng_cáo , chất_lượng tệ","O,O,O,O,O,O,O,O,O,O,O",-1
521,hôm trước mình cũng đặt mua loại sịp đùi này ! nhưng không hiểu sao shop lại ship quần silip về cho mình ? nhận hàng xong bóc ra mới biết ! không biết bên mình ship hàng có cho xem hàng trước khi thanh_toán không shop ?,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRI,O,O,O",-1
522,"đặt mua size 2xl thì gửi size xl , đặt màu xanh thanh , thì gửi cho màu đen , làm_việc chán quá","O,O,B-DES,I-DES,O,O,B-DES,I-DES,O,O,B-DES,I-DES,O,O,O,O,O,B-DES,I-DES,O,O,O,O",-1
523,"áo không giống hình , hơi mỏng , chữ dễ rách , uổng công mình mong_đợi","B-DES,B-DES,I-DES,I-DES,O,O,B-DES,O,O,O,B-DES,O,O,O,O,O",-1
524,"thất_vọng , như cái mùng bèo_nhèo , mua về đem bỏ - hình thì lung_linh thưc tế","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O",-1
525,quần kéo lên được nửa mông không cho đổi lại size lớn thì giờ làm gì với chúng_nó đây ? thật là phí tiền,"B-DES,O,O,O,O,O,O,O,O,O,B-DES,B-DES,O,O,O,O,O,O,O,O,O,O,B-PRI,I-PRI",-1
526,nhân_viên giao hàng nói_chuyện không được vui_tính cho lắm,"O,O,O,O,O,O,O,O,O",-1
527,mua quần thì giao cho cái áo . nhắn_tin hỏi thì shop không trả_lời .,"O,B-DES,O,O,O,O,B-DES,O,O,O,O,O,O,O,O",-1
528,"hàng thi khác hoàn_toàn với sản_phẩm mình muốn đặt thật rất thất_vọng , sẽ không bao_giờ mua hàng nữa","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
529,áo không giống hình . nói là lót bông thực_chất là áo len chất_liệu bình_thường chưa kể đến các lỗi may ẩu .,"B-DES,B-DES,I-DES,I-DES,O,O,O,B-DES,I-DES,O,O,B-DES,I-DES,B-DES,O,O,O,O,O,O,B-DES,I-DES,O",-1
530,chất_liệu vải quá xấu shop ghi size với cân nặng không hợp_lý mua về không mặc được phải bỏ phí không hài_lòng,"B-DES,B-DES,O,B-DES,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
531,hàng khác so vơi quảng_cáo cả về chất_lượng và mẫu_mã !,"O,O,O,O,O,O,O,O,O,B-DES,O",0
532,3 người măc củng vừa quá rộng không đúng màu hàng không được như mong_muốn bán kiểu này thì ai mua nữa,"O,O,O,O,O,O,B-DES,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O",-1
533,không hài_lòng . đăng bán là len tăm . thế nhưng nhận hàng không như mẫu đăng bán . đầm như cái đồ dẻ . sai_lầm của tui khi mua hàng mà không xem đánh_giá của người mua . shop lừa_đảo mong tiki xem_xét lại,"O,O,O,O,O,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
534,đặt mẫu thì lại gửi kiểu khác treo đầu dê bán thịt chó,"O,O,O,O,O,O,O,O,O,O,O,O,O",-1
535,"chất_liệu tệ dã_man , thực_tế không như hình . hàng tệ hơn hàng_chợ , so ra giá quá đắt . không muốn mua hàng trang ni nữa","B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRI,O,B-PRI,O,O,O,O,O,O,O,O",-1
536,chất_lượng tốt có_điều quần hơi nhỏ chỉ những người tầm 45 kg mặc ổn,"O,O,O,B-DES,O,B-DES,O,O,O,O,O,O,O,O",0
537,shop giao sai mua set quần ma shop gửi cho cục giấy . quá thất_vọng .,"O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O",-1
538,shop bán hàng vớ vẫn . đặt mẫu này nhưng gửi mẫu khác . xấu hơn,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O",-1
539,bạn ơi hôm trước mình có đặt hai cái áo sao lúc nhận được thì chỉ có 1 cái là sao,"O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O",-1
540,"shop này làm_ăn không đàng_hoàng . đặt 3xl mà giao size trẻ_em , ai mặc được ? mua 4 cái , không ưng được 1 cái nào .","O,O,O,O,O,O,O,B-DES,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
541,áo chất_lượng quá dở mà_lại mắc . bó_tay đừng ai ngu mà mua nhé,"B-DES,O,O,O,O,B-PRI,O,O,O,O,O,O,O,O",-1
542,rõ_ràng đặt 2 cái như nhau vậy_mà về 1 to 1 bé thất_vọng shop thât sự,"O,O,O,O,O,O,O,O,O,B-DES,O,B-DES,O,O,O,O",-1
543,size l mặc không chui nổi cái đầu bằng size sao tư_vấn size không chính_xác,"B-DES,I-DES,O,O,O,O,O,O,O,B-DES,O,O,B-DES,O,O",-1
544,"chữ bỏ ra bị tróc ra hết sờ vào bị rơi luôn , nách áo may lỗi rách . thấy các đánh_giá khác tốt mua ai_ngờ .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,B-DES,O,O,O,O,O,O,O,O,O",-1
545,treo đầu dê ván thịt chó đặt áo nữ màu hồng lại gửi áo nam màu đỏ quá tệ,"O,O,O,O,O,O,O,B-DES,O,B-DES,I-DES,O,O,B-DES,O,B-DES,I-DES,O,O",-1
546,"sản_phẩm không hề giống trong ảnh shop cung_cấp , chất_liệu xấu tệ , gấu quần không có bo . mình thường_xuyên mua hàng trên tiki nhưng chưa bao_giờ có trải_nghiệm thất_vọng thế_này . đề_nghị shop cho hoàn_trả đơn hàng , hoàn tiền !","O,O,O,O,O,O,O,O,O,B-DES,B-DES,O,O,B-DES,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRI,I-PRI,O",-1
547,không hiểu làm_ăn kiểu gì hình và hàng giao không giống kiểu này là tẩy_chay được rồi,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
548,mình đặt là size xxxl bao_bì bên ngoài ghi xxxl đến khi nhận hàng bên trong lại là xxl . uhm,"O,O,O,B-DES,I-DES,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,B-DES,O,O",0
549,"shop giao hàng không đúng size , đặt size 2xl mà giao size 32 quá nhỏ , không sử_dụng được . mọi người chú_ý khi mua hàng shop này . đánh_giá quá quá tệ .","O,O,O,O,O,B-DES,O,O,B-DES,I-DES,O,O,B-DES,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
550,quần rộng . không để size cho khách_hàng chọn . giao hàng chậm cả tuần mới nhận . mình chưa nhận mà ship đã chốt . vải mỏng,"B-DES,B-DES,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,B-DES",-1
551,"hàng không giống hình_ảnh , không giống mô_tả , không đúng chất_liệu . cần trả hàng","O,B-DES,I-DES,I-DES,O,B-DES,I-DES,I-DES,O,O,O,B-DES,O,O,O,O",0
552,sản_phẩm bị lỗi về cái đồ kéo áo . bán hàng kì vậy . hàng bị lỗi mà cũng bán . tiki nên coi lại việc mình bán hàng đi . đừng làm mất uy_tín,"O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
553,quần không giống ảnh không phải vải kaki cái này là lừa_đảo chứ bán hàng gì ?,"B-DES,B-DES,I-DES,I-DES,O,O,B-DES,B-DES,O,O,O,O,O,O,O,O,O",-1
554,giao hàng cực lâu . hơn 2 tháng mới nhận được hàng . mọi người không nên thanh_toán trước .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRI,O,O",-1
555,gửi hàng nhầm lại còn size khủng nữa mọi người lưu_ý khi đặt_hàng tại shop,"O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O",-1
556,"áo sai thông_số , lớp lông trong dài hơn lớp áo ngoài , mặc bị dư lớp áo trong ra ngoài lông ngay mũ dễ rụng và rụng nhiều .","B-DES,O,O,O,B-DES,I-DES,O,B-DES,O,B-DES,B-DES,O,O,O,O,B-DES,B-DES,B-DES,O,O,O,B-DES,O,B-DES,B-DES,I-DES,O,O,O,O",-1
557,"sản_phẩm khác mô_tả , mong shop nhận thông_tin liên_lạc để trả lại hàng .","O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O",0
558,"áo không phải lông_vũ như quảng_cáo , có nhiều lỗi chỉ . đề_nghị trả hàng nhưng không thấy nút đâu","B-DES,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O",-1
559,"quá xấu , phí tiền , không giống ảnh , quá thất_vọng . không đáng nhận","O,B-DES,O,B-PRI,I-PRI,O,B-DES,I-DES,I-DES,O,O,O,O,O,O,O",-1
560,áo may không chuẩn zai chất vải không đẹp mặc bị ngắn quá,"B-DES,O,B-DES,I-DES,O,B-DES,I-DES,B-DES,I-DES,O,O,B-DES,O",-1
561,giao không dúng như quảng_cáo mong shop cho hình_ảnh thật hơn khi bán,"O,O,O,O,O,O,O,O,O,O,O,O,O",-1
562,"treo đầu dê bán thịt chó , mình đặt áo_dài tay lại giao cộc tay , vải thô , cứng , xấu , tra theo số điện_thoại của shop mà không liên_lạc được , tra zalo theo số điện_thoại thì là số của thẩm_mĩ_viện gì đó không phải shop kinh_doanh , làm_ăn luyên_thuyên quá , chưa bao_giờ mua hàng online lại có trải_nghiệm tệ thế_này , lần mua hàng tiki mà_lại phải mang bực vào người ! híc !","O,O,O,O,O,O,O,O,O,B-DES,O,O,O,B-DES,I-DES,O,B-DES,B-DES,O,B-DES,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
563,"quần quá mỏng , giá thì cao so với blue , không nên mua quần_áo online","B-DES,O,B-DES,O,B-PRI,O,O,O,O,O,O,O,O,O,O,O",-1
564,sao shop gửi hang đâu óc có vân đề à người ta đặt 2 bộ thi phải gửi 2 mẫu khác nhau chứ tui buôn cho shop va tiki,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
565,"f8888 chất thô cứng mua 3 cái size mình trên tiki nhưng áo của shop này rất tệ , size mình của shop này kiểu size baby , không chấp_nhận được","O,B-DES,B-DES,B-DES,O,O,O,B-DES,O,O,O,O,B-DES,O,O,O,O,O,O,B-DES,O,O,O,O,O,B-DES,O,O,O,O,O",-1
566,không đúng mẫu . nhờ tiki hỗ_trợ đổi lại sản_phẩm đúng mẫu,"B-DES,I-DES,I-DES,O,O,O,O,O,O,O,O,O",0
567,"bạn nào từ 52 kg trở lên nên cân_nhắc trước khi mua , áo nhỏ , ngắn","O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,B-DES,O,B-DES",0
568,rất không hài_lòng chốt đơn bò thụng túi chéo nhận hàng bò ống con túi ngang tiki đã thu_hồi hàng một tuần rồi mà chưa chuyển_khoản trả lại tiền cho khách,"O,O,O,O,O,O,O,B-DES,I-DES,O,O,O,B-DES,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,B-PRI,O,O,B-PRI,O,O",-1
569,hình in trên áo không giống đã giao . áo không phải kiểu free size mà là kiểu ôm body .,"B-DES,I-DES,O,B-DES,O,O,O,O,O,B-DES,O,O,O,B-DES,I-DES,O,O,O,B-DES,O,O",0
570,"giới_thiệu size l tương_đương ngưòi cao 1 , 65-1 , 7 , nặng 60-70 kg . ngưòi cao 1 m64 nặng 70 kg , nhưng mạc chật và ngắn . muốn đổi size xl","O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,B-DES,O,O,O,B-DES,I-DES",0
571,áo len giặt một lần mà đã bai nhão xù hết cả chán lắm shop ơi,"B-DES,I-DES,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O",-1
572,đặt_hàng tháng 8 . nhận hàng tháng 11 . giao thiếu 1 sản_phẩm . chán,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
573,ghi size từ 65 - 77 kg mà tôi chỉ có 69 kg mà mặc không vô . cho kích_thước không chính_xác,"O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O",-1
574,giao nhầm cỡ . có phản_hồi chat mà không shop không trả_lời luôn .,"O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O",0
575,không có phần chọn size không hài_lòng về dịch_vụ này áo bự rộng như 4x,"O,O,O,O,B-DES,O,O,O,O,O,B-DES,B-DES,B-DES,O,O",-1
576,váy nhũ và vải mỏng gói hàng_không tinh_tế nhăn hết váy váy chẳng giống hình,"B-DES,O,O,B-DES,B-DES,O,O,O,B-DES,O,B-DES,B-DES,O,O,O",-1
577,quần đem ra nhìn không khác gì nùi dẻ lau nhà . quá tệ,"B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
578,áo không giống như hình đã vậy còn nhìn như cũ bạc_màu vậy,"B-DES,B-DES,I-DES,I-DES,I-DES,O,O,O,O,O,O,O,O",-1
579,tệ không nói được nhăn ủi cháy vải luôn cung không thẳng,"O,O,O,O,B-DES,O,O,B-DES,O,O,O,O",-1
580,sản_xuất tại đức mà về hàng tq . ở việt_nam ! sản_xuất cũng còn ổn hơn . hàng chính hãng mà không có nổi cái túi đựng sản_phẩm,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O",-1
581,mua size mình về mặc không vừa . giờ làm_sao để đổi lại thành size l,"O,B-DES,O,O,O,B-DES,I-DES,O,O,O,O,O,O,O,B-DES,I-DES",-1
582,"quần gì mà vải như quần phụ_nữ , không có dáng gì hết , rộng như cái bao . nói_chung mua về vứt đi chứ không mặc được . thất_vọng cực_kỳ .","B-DES,O,O,B-DES,O,B-DES,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
583,hàng giao không như quảng_cáo . quần ống suông mà giao quần ống côn,"O,O,O,O,O,O,B-DES,B-DES,I-DES,O,O,B-DES,B-DES,O",-1
584,nhầm loại chán màu kaki 1 loại màu đen lại loại khác,"O,O,O,B-DES,B-DES,O,O,B-DES,I-DES,O,O,O",-1
585,"hàng mỏng , màu_sắc không đẹp như trong hình mọi người không nên mua","O,B-DES,O,B-DES,B-DES,I-DES,O,O,O,O,O,O,O,O",-1
586,"tôi mua trả lại hàng , hàng không đúng với ảnh mà tiki đưa lên","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
587,mình đặt 2 combo nhưng giao y_chang nhau . mất 2 tháng hơn mới nhận được híc,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0
588,"người đóng_gói sản_phẩm rất cẩu_thả , hàng đặt size sao thì giao size xxl , đặt logo hình này lại giao logo hình khác , không đúng theo yêu_cầu đã đặt . làm mất thời_gian đổi hàng .","O,O,O,O,B-DES,O,O,O,B-DES,O,O,O,B-DES,I-DES,O,O,B-DES,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
589,giao hàng không đúng sản_phẩm . hình một kiểu giao một kiểu,"O,O,O,O,O,O,O,O,O,O,O,O",-1
590,"hàng không giống trong hình , bị nhăn và vải mỏng , không như kỳ_vọng giờ mình muốn trả sản_phẩm","O,O,O,O,O,O,O,B-DES,O,B-DES,B-DES,O,O,O,O,O,O,O,O,O",-1
591,"vải cực_kì xấu , khác xa với hình thực_tế . còn nhờ đánh_giá 5 * để nhận các nữa chứ .","B-DES,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
592,"đặt_hàng màu đen size l mà_lại giao màu vàng size xl , shop làm_ăn kiểu này sao thì bái bai luôn nhé","O,B-DES,I-DES,B-DES,I-DES,O,O,B-DES,I-DES,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O",-1
593,"dỏm ơi_là dỏm , áo toàn nilong . dỏm ơi_là dỏm , áo toàn nilong . dỏm ơi_là dỏm , áo toàn nilong . dỏm ơi_là dỏm , áo toàn nilong .","O,O,O,O,B-DES,O,B-DES,O,O,O,O,O,B-DES,O,B-DES,O,O,O,O,O,B-DES,O,B-DES,O,O,O,O,O,B-DES,O,B-DES,O",-1
594,đặt size 32 . mà giao hàng size 30 . cửa_hàng làm_ăn không uy_tín . trách_nhiệm tiki ở đâu . không bao_giờ mua trên này nữa !,"O,B-DES,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
595,"mẫu_mã khác giao hàng lại khác , size cũng không đúng . mua về làm_sao người ta mặc được .","B-DES,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O",-1
596,"sau khi kiểm_tra hàng , tiki giao không đúng mẫu vui_lòng đổi lại","O,O,O,O,O,O,O,B-DES,I-DES,I-DES,O,O,O",0
597,"bán cái đồ gì không mặc được , mua cái này đi gửi cái khác","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
598,không giống hình chút nào vừa mở ra đã rách sẵn vải rất rất mỏng,"B-DES,I-DES,I-DES,O,O,O,O,O,O,B-DES,O,B-DES,O,O,B-DES",-1
599,"mình đặt mua combo 5 quần , đơn đã bị hoãn lại gần 2 tuần mới giao mà sao lúc nhận có 3 quần 1 hồng 2 trắng . shop kiểm_tra lại giúp","O,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,B-DES,O,B-DES,O,O,O,O,O",0
600,mình đặt 2 quần size l nhưng lại nhận đuoc size sao chac do nhầm size . nhờ tiki báo bên bán cho mình đổi lại,"O,O,O,B-DES,B-DES,I-DES,O,O,O,O,B-DES,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O",0
601,cỡ áo không giống hình_như đã đua tin . xxl mà vẫn bé bằng xl,"B-DES,B-DES,O,O,O,O,O,O,O,B-DES,O,O,B-DES,O,B-DES",-1
602,"nên xem_lại tư_duy bán hàng , bán thua hàng_chợ thì cần xem_lại , đặt giá gốc cao xong hạ saleoff lừa à !","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRI,I-PRI,I-PRI,O,B-PRI,B-PRI,O,O,O",-1
603,"tiki làm_ăn vớ_vẩn , mình mua áo màu chấm trắng lại giao cho mình áo màu xanh đen , mua hàng tiki nhiều lần rồi mà lần này quá thất_vọng","O,O,O,O,O,O,B-DES,B-DES,O,B-DES,O,O,O,O,B-DES,B-DES,I-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O",-1
604,quần quá mỏng có_thể nhìn xuyên mọi thứ ở trong về size thì tôi không hài_lòng với size của mình,"B-DES,O,B-DES,O,B-DES,I-DES,O,O,O,O,O,B-DES,O,O,O,O,O,B-DES,O,O",-1
605,nếu shop hết mẫu này thì tạm khoá bài lại khoan bán đi . nào có lại rồi mở bán lại . chứ nhận đơn chi giờ giao khác hoàn_toàn với mẫu . các bạn cẩn_thận shop treo đầu dê bán thịt chó nhé . mình đã liên_hệ team tiki hỗ trợ đổi trả rồi . bạn nào nhận sản_phẩm giống thì liên_hệ team tiki đổi trả nha . team nhiệt_tình hỗ trợ lắm ạ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
606,tiki cho mình hỏi . dựa trên chiều cao số không mình 1m63 nặng 62 kg có thấy chọn size mình . mình chọn nhưng mặc lại không vừa,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O,O,B-DES,I-DES",0
607,"đơn hàng đã trả hôm thứ 6 ngày 13 tháng 3 lúc 12:09:00 hoàn lại tiki xu cho tôi , nhưng hôm_nay là thứ 2 ngày 16 tháng 3 rồi mà tôi chưa nhận được tiki xu nào tổng_đài tiki giải_quyết dùm tôi không thích làm_việc như_vậy","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
608,chưa nhận được . chỉ mới nhận được 1 cái khẩu_trang như hình đính kèm . thất_vọng về dịch_vụ không chấp_nhận được,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
609,"mình cao 1m70 , nặng 58kg , theo như mô_tả của shop thì đặt size xl là còn hơi rộng . thế_mà lúc mình nhận 5 cái quần size xl thì như quần của em bé thật , không_thể kéo hết lên được . mong shop có chính_sách đổi trả hoặc sửa lại mô_tả sản_phẩm để người mua không bị mua nhầm . mình mua của titino ạ . quá thất_vọng","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-DES,I-DES,O,O,O,B-DES,O,O,O,O,O,O,O,B-DES,B-DES,I-DES,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
610,không đúng hàng nên nhờ đổi lại màu sám xxl loại to của nam ạ ! xin cám_ơn,"O,O,O,O,O,O,O,B-DES,O,B-DES,O,B-DES,O,O,O,O,O,O",0
611,tay_áo rất rộng màu áo cũ nói_chung là không đáng tiền,"B-DES,O,B-DES,B-DES,B-DES,I-DES,O,O,B-PRI,I-PRI,I-PRI",-1
612,"mình đặt combo gồm quần xanh , đỏ gạch , xám đằng này gửi combo đỏ , xám , đen","O,O,O,O,B-DES,B-DES,O,B-DES,I-DES,O,B-DES,O,O,O,O,B-DES,O,B-DES,O,B-DES",0
613,không giống hình . size mình nhưng cắt mác . thành đưa size không đúng,"B-DES,I-DES,I-DES,O,B-DES,O,O,O,O,O,O,O,B-DES,I-DES,I-DES",-1
614,"đồ dỏm , không co_dãn , nóng . đặt size l giao xl mặc vẫn chật !","O,O,O,O,B-DES,O,O,O,O,B-DES,I-DES,O,B-DES,O,O,B-DES,O",-1
615,mua loại quần 62 kg nhưng mặc nhỏ bị tụt không đạt . yêu_cầu,"O,O,B-DES,O,O,O,O,B-DES,O,O,O,O,O,O",-1
616,hàng nhận như vải màn may lên áo vậy . sao không để mà dùng bán cho người ta như_thế_nào thì lần sau chạy mất dép . để nghị tiki nên lựa_chọn nhà_cung_cấp thật kỹ khi đưa lên trang để bán .,"O,O,O,B-DES,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
617,"mình áo nam size xxl nhưng shop giao thành áo nữ size xl , đề_nghị shop cho mình trả lại đơn do bạn shipper báo vì đã thanh_toán trước đơn hàng nên mình phải liên_hệ với shop để trả lại hàng","O,B-DES,O,B-DES,I-DES,O,O,O,O,B-DES,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRI,O,O,O,O,O,O,O,O,O,O,O,O,O",0
618,"hình_ảnh thì để màu_sắc tươi_sáng bắt_mắt , nhưng giao hàng không có cái nào giống như mẫu làm mình cảm_thấy như bị lừa_đảo . mình yêu_cầu trả hàng mấy ngày rồi mà không thấy phản_hồi : (","O,O,O,B-DES,B-DES,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
619,đặt áo trắng_trơn nhưng shop giao không đúng nên vote 1 sao nha !,"O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O",0
620,quá kém giữa hình_ảnh và thực_tế khác nhau một_trời_một_vực,"O,O,O,O,O,O,O,O,O",-1
621,"quần nhận về không có túi đằng sau , phần thun dưới ống may còn chưa xong , chất_liệu bằng thun chứ không bằng kaki như mô_tả , tầm tiền này thì khách_hàng đòi_hỏi cao được nhưng ít_ra cũng mô_tả sản_phẩm cho đúng , mình nhìn hình thấy ưng nên mới mua mà shop gửi hàng như này mình thất_vọng quá","B-DES,O,O,O,O,B-DES,B-DES,I-DES,O,O,B-DES,O,B-DES,O,O,O,O,O,B-DES,O,B-DES,O,O,O,B-DES,O,O,O,O,B-PRI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
622,"thất_vọng quá , hàng không đúng như hình . vải mỏng , quần ngắn . sao không nói quần lững để khách còn biết , chứ nhận xong rồi mới biết .","O,O,O,O,O,O,O,O,O,B-DES,B-DES,O,B-DES,B-DES,O,O,O,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
623,"rất không hài_lòng , mình đặt 2bộ size xl mà giao mình 1bộ đúg size còn bộ kia thì lại giao size l","O,O,O,O,O,O,O,B-DES,I-DES,O,O,O,O,O,B-DES,O,O,O,O,O,O,B-DES,I-DES",-1
624,"quá tệ , lấy màu trắng mà dính màu đỏ rồi bụi bẩn các thứ , vải thì mỏng . mua về chắc làm giẻ lau chứ không mặc được . giá tiền tầm đó cũng mua được 1 cái áo thun tốt hơn nhiều . quá không hài_lòng .","O,O,O,O,B-DES,I-DES,O,O,B-DES,I-DES,O,O,O,O,O,O,B-DES,O,B-DES,O,O,O,O,O,O,O,O,O,O,O,O,B-PRI,I-PRI,B-PRI,I-PRI,O,O,O,O,O,B-DES,I-DES,O,O,O,O,O,O,O,O",-1
625,"quần không có cạp tăng đơ như thông_tin sản_phẩm , thiếu 1 cúc hậu , mác size đã cắt nên không biết có phải là size mình như mình đặt không ?","B-DES,O,O,B-DES,O,O,O,O,O,O,O,O,B-DES,I-DES,O,O,B-DES,O,O,O,O,O,O,O,O,B-DES,O,O,O,O,O,O",0
626,hàng như cái * * * ấy giao * * * đúng mẫu gì cả còn bảo không được kiểm_tra cái * * * con_mẹ bố * * * bao_giờ mua thêm lần nào nữa,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",-1
627,"vừa nhận mở ra đã thấy màu đen bị loang qua tay , không biết khi giặt thì sẽ như_thế_nào , mình muốn trả hàng hoàn tiền .","O,O,O,O,O,O,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRI,I-PRI,O",-1
628,mình gửi trả đã gần 2 tháng rồi nhưng vẫn chưa thấy shop trả_lời,"O,O,O,O,O,O,O,O,O,O,O,O,O,O",0
629,"mình đặt áo màu rêu như hình , khi nhận hàng thì nhận được áo màu xanh . mình muốn đổi hàng , tiki hỗ_trợ đổi hàng cho mình nhé .","O,O,B-DES,B-DES,I-DES,O,O,O,O,O,O,O,O,O,B-DES,B-DES,I-DES,O,O,O,O,O,O,O,O,O,O,O,O,O,O",0
630,làm_ăn kỳ_cục mua size 30 mà giao 26 ?,"O,O,O,B-DES,O,O,O,O,O",-1
631,vải mỏng_dính . hai cái cùng size nhưng khác kích_cỡ !,"B-DES,O,O,O,O,O,B-DES,O,O,B-DES,O",-1
